GO.ID,Term,Annotated,Significant,Expected,classic
1426,GO:1901136,carbohydrate derivative catabolic proces...,6,6,6,1
1427,GO:1901137,carbohydrate derivative biosynthetic pro...,76,76,76,1
1428,GO:1901264,carbohydrate derivative transport,3,3,3,1
1429,GO:1901269,lipooligosaccharide metabolic process,1,1,1,1
1430,GO:1901271,lipooligosaccharide biosynthetic process,1,1,1,1
1431,GO:1901292,nucleoside phosphate catabolic process,3,3,3,1
1432,GO:1901293,nucleoside phosphate biosynthetic proces...,108,108,108,1
1433,GO:1901360,organic cyclic compound metabolic proces...,778,778,778,1
1434,GO:1901361,organic cyclic compound catabolic proces...,14,14,14,1
1435,GO:1901362,organic cyclic compound biosynthetic pro...,434,434,434,1
1436,GO:1901564,organonitrogen compound metabolic proces...,1167,1167,1167,1
1437,GO:1901565,organonitrogen compound catabolic proces...,65,65,65,1
1438,GO:1901566,organonitrogen compound biosynthetic pro...,452,452,452,1
1439,GO:1901575,organic substance catabolic process,115,115,115,1
1440,GO:1901576,organic substance biosynthetic process,804,804,804,1
1441,GO:1901605,alpha-amino acid metabolic process,65,65,65,1
1442,GO:1901606,alpha-amino acid catabolic process,8,8,8,1
1443,GO:1901607,alpha-amino acid biosynthetic process,42,42,42,1
1444,GO:1901615,organic hydroxy compound metabolic proce...,31,31,31,1
1445,GO:1901616,organic hydroxy compound catabolic proce...,1,1,1,1
1446,GO:1901617,organic hydroxy compound biosynthetic pr...,16,16,16,1
1447,GO:1901657,glycosyl compound metabolic process,12,12,12,1
1448,GO:1901659,glycosyl compound biosynthetic process,4,4,4,1
1449,GO:1901661,quinone metabolic process,5,5,5,1
1450,GO:1901663,quinone biosynthetic process,5,5,5,1
1451,GO:1901700,response to oxygen-containing compound,3,3,3,1
1452,GO:1901701,cellular response to oxygen-containing c...,3,3,3,1
1453,GO:1901891,regulation of cell septum assembly,1,1,1,1
1454,GO:1901987,regulation of cell cycle phase transitio...,3,3,3,1
1455,GO:1901988,negative regulation of cell cycle phase ...,1,1,1,1
1456,GO:1901990,regulation of mitotic cell cycle phase t...,3,3,3,1
1457,GO:1901991,negative regulation of mitotic cell cycl...,1,1,1,1
1458,GO:1902099,regulation of metaphase/anaphase transit...,2,2,2,1
1459,GO:1902100,negative regulation of metaphase/anaphas...,1,1,1,1
1460,GO:1902221,erythrose 4-phosphate/phosphoenolpyruvat...,2,2,2,1
1461,GO:1902222,erythrose 4-phosphate/phosphoenolpyruvat...,1,1,1,1
1462,GO:1902223,erythrose 4-phosphate/phosphoenolpyruvat...,1,1,1,1
1463,GO:1902298,cell cycle DNA replication maintenance o...,1,1,1,1
1464,GO:1902531,regulation of intracellular signal trans...,1,1,1,1
1465,GO:1902652,secondary alcohol metabolic process,1,1,1,1
1466,GO:1902679,negative regulation of RNA biosynthetic ...,3,3,3,1
1467,GO:1902680,positive regulation of RNA biosynthetic ...,1,1,1,1
1468,GO:1902850,microtubule cytoskeleton organization in...,2,2,2,1
1469,GO:1902903,regulation of supramolecular fiber organ...,1,1,1,1
1470,GO:1902969,mitotic DNA replication,1,1,1,1
1471,GO:1903047,mitotic cell cycle process,11,11,11,1
1472,GO:1903311,regulation of mRNA metabolic process,3,3,3,1
1473,GO:1903313,positive regulation of mRNA metabolic pr...,1,1,1,1
1474,GO:1903506,regulation of nucleic acid-templated tra...,177,177,177,1
1475,GO:1903507,negative regulation of nucleic acid-temp...,3,3,3,1
1476,GO:1903508,positive regulation of nucleic acid-temp...,1,1,1,1
1477,GO:1903509,liposaccharide metabolic process,4,4,4,1
1478,GO:1903825,organic acid transmembrane transport,7,7,7,1
1479,GO:1904029,regulation of cyclin-dependent protein k...,2,2,2,1
1480,GO:1905037,autophagosome organization,1,1,1,1
1481,GO:1905039,carboxylic acid transmembrane transport,7,7,7,1
1482,GO:1905114,cell surface receptor signaling pathway ...,1,1,1,1
1483,GO:1905818,regulation of chromosome separation,2,2,2,1
1484,GO:1905819,negative regulation of chromosome separa...,1,1,1,1
1485,GO:1990426,mitotic recombination-dependent replicat...,1,1,1,1
1486,GO:1990505,mitotic DNA replication maintenance of f...,1,1,1,1
1487,GO:1990542,mitochondrial transmembrane transport,3,3,3,1
1488,GO:1990748,cellular detoxification,3,3,3,1
1489,GO:2000104,negative regulation of DNA-templated DNA...,1,1,1,1
1490,GO:2000112,regulation of cellular macromolecule bio...,7,7,7,1
1491,GO:2000113,negative regulation of cellular macromol...,3,3,3,1
1492,GO:2000816,negative regulation of mitotic sister ch...,1,1,1,1
1493,GO:2001020,regulation of response to DNA damage sti...,1,1,1,1
1494,GO:2001057,reactive nitrogen species metabolic proc...,2,2,2,1
1495,GO:2001141,regulation of RNA biosynthetic process,177,177,177,1
1496,GO:2001251,negative regulation of chromosome organi...,1,1,1,1
